"","ZIP","MedianIncome","PopulationPerHousingUnit","PopulationPerSqKm"
"334","29229",70490,2.60771044806726,951.756957964599
"335","29323",44672,2.09899159663866,67.3227542935212
"336","29330",45274,2.4048702167514,94.9520155210684
"337","29341",41454,2.40173545966229,83.4433645820764
"338","29351",41862,1.8130968622101,107.668156656522
"339","29355",30395,2.25790754257908,5.2250722019259
"340","29356",51747,1.93083770828578,39.4859371220645
"341","29379",38370,1.98175223846764,26.3452844610092
"342","29670",48169,2.09344742175186,64.6755779561008
"343","29680",71741,2.72882944283524,393.410568596453
"344","29681",82721,2.74388107749846,538.118795413749
"345","29709",46607,2.1018106262986,27.8724716340398
"346","29724",NA,5.57142857142857,62.0850533167355
"347","29730",46736,2.33762380375277,177.930677600547
"348","29745",52808,2.46107592399583,84.9854280399155
"349","29812",36383,2.07851390922401,15.4900894353805
"350","29831",44935,2.2480539699014,14.2674750151529
"351","29842",39750,2.18123355743935,72.7501343564693
"352","29843",36346,1.72438672438672,7.19606501234272
"353","29212",69130,2.24903078677309,359.710613401646
"354","29303",35452,2.48111155063291,309.637703147103
"355","29365",62016,2.50861490266279,227.57795193609
"356","29388",47252,2.45219154578069,61.5994924651325
"357","29401",75375,1.8769740690193,1460.37099529903
"358","29405",35240,2.45751904604174,648.892861083804
"359","29412",74664,2.17679169819479,312.488314037573
"360","29423",NA,Inf,10622.7146731174
"361","29426",39167,2.47769028871391,10.7584567140573
"362","29003",42407,2.20977596741344,17.6922571045086
"363","29030",59231,1.88649706457926,7.85536309625012
"364","29051",60917,5.70170454545455,18.2161471630883
"365","29054",64363,2.18241810040066,57.0624507880254
"366","29063",78983,2.59200318281281,357.413555867114
"367","29018",36133,1.85455680399501,10.4243633073763
"368","29033",50981,2.0985609103079,515.085030774003
"369","29052",43361,2.79602649006623,14.140534916015
"370","29069",29055,2.02069917203312,22.1244950759452
"371","29079",NA,0.27027027027027,18.2913008849556
"372","29108",38136,2.37602365787079,38.4032499860823
"373","29138",40105,2.4281067013663,19.3471079311619
"374","29112",32206,1.66493281317729,12.7315972333958
"375","29127",56568,1.69216720779221,28.0649622698286
"376","29130",43988,1.74870859920997,14.0524051603195
"377","29150",37957,2.2019898838308,352.201356262429
"378","29204",41178,2.22038927130311,1118.73087435658
"379","29006",47044,2.21670802315964,28.142110180534
"380","29010",31317,2.39098753595398,23.2504718651807
"381","29031",41563,1.66325036603221,3.56660822934132
"382","29048",37767,1.79368029739777,32.1867540581757
"383","29062",NA,1.03149606299213,3.04102468492147
"384","29065",46645,1.47536231884058,6.95420099821875
"385","29067",39389,2.73092072870507,21.920325297307
"386","29073",59292,2.51010945166334,222.10173135203
"387","29107",37875,2.0139808682855,13.8072206906074
"388","29536",29102,2.19252362042996,47.4431172119997
"389","29544",42519,2.1904958677686,17.813587412021
"390","29565",32376,2.39340256566891,24.3575610930293
"391","29575",51278,1.06276601781965,702.663272722801
"392","29585",75427,1.34774807105688,113.24351027883
"393","29630",31250,1.99520255863539,91.9083636197989
"394","29638",48315,2.36263736263736,20.906238918768
"395","29646",33979,2.31075762545097,95.5217554560764
"396","29651",58029,2.54790772532189,197.337228142046
"397","29654",42406,2.08187919463087,30.3107673520417
"398","29662",60051,2.36101083032491,1055.74766689574
"399","29669",47209,2.25341057746216,73.5496527723239
"400","29828",33409,1.59122401847575,393.772713057636
"401","29801",41703,2.24862975613631,124.264282690511
"402","29816",24231,1.5814332247557,369.905527908425
"403","29826",31875,1.10185185185185,13.6551663049365
"404","29469",84583,1.84100418410042,8.06291256155243
"405","29479",32902,2.21791926485067,27.7118817764856
