ZIP,MedianIncome,PopulationPerHousingUnit,PopulationPerSqKm
01338,57202,1.9791122715404699,33.817239002031464
01339,64585,1.8644607063315304,16.066700287936044
01340,57033.5,1.8348806366047745,15.748615852283336
01341,70852,2.064273587193791,28.940451504576174
01342,76250,2.32,58.24518527541157
01343,58879,1.7880499405469679,10.51482844654567
01344,56713,2.0254287403903017,15.692018356327713
01346,56865,1.7290149482560369,10.869331484498883
01347,63885,2.139990210474792,58.05403722618669
01349,60299,2.088109266202464,26.558984194954725
01350,56865,1.7290149482560369,10.869331484498883
01351,73085.5,2.1547116736990155,25.752097528188013
01354,65752.5,2.193913480885312,39.500271804556284
01355,82286,2.1682411156095367,17.114492840177114
01360,64398,2.057014734144779,20.72824602360721
01364,61569.5,2.148558352402746,31.323941174186526
01366,61816,2.1247180148243636,22.839672571894013
01367,58879,1.7880499405469679,10.51482844654567
01368,69713.5,2.3504983388704317,41.06143326059555
01370,67501.25,1.9815624630658315,20.544231602746326
01373,69133,2.2350088183421515,56.84159900558885
01375,62016,2.1567132570944514,55.51586903658091
01376,51515,2.0527093596059114,102.30652783884686
01378,56713,2.0254287403903017,15.692018356327713
01379,56713,2.0254287403903017,15.692018356327713
01380,56713,2.0254287403903017,15.692018356327713
01420,59285.07692307692,2.3941169033671876,385.94619008967186
01430,77925,2.5112702759637666,88.24979442852764
01431,90803.5,2.9376780626780628,85.56116946215762
01432,114877,2.491044124071647,208.51130684768756
01434,101361.33333333333,2.7483304476873607,163.26168817445725
01436,67493.5,2.3258692881849625,128.81875186348375
01438,70030,2.3360160965794767,96.8853664256277
01440,60644.25,2.3058257559737787,132.65131597692695
01450,110641.8,2.510452644973641,175.65968069310756
01451,127191.33333333333,2.830334622498739,142.09703280141613
01452,99790,2.596270853778214,65.2768651330984
01453,66455.66666666667,2.38330125120308,357.75231456837514
01460,136124.6,2.896622815629295,187.14874575845144
01462,90195.4,2.6118925210980697,216.10418368062858
01463,104716,2.6537431450070144,147.5976061201639
01464,84766,2.880633645693887,157.09611537177872
01467,148625,3.4452018877818564,93.3954994960226
01468,79486.66666666667,2.3503061072121847,36.331869212604495
01469,88750,2.6484593837535013,110.43692440575593
01472,134972,2.848353014294593,126.43209258058849
01473,83195.75,2.6374369555249886,85.7639545333418
01474,92952.33333333333,2.6612056290695234,85.65165691546129
01475,74986,2.3309941520467836,53.317402415557325
01501,80861.5,2.4179472025216704,239.78105607781583
01503,129578,2.772080714521998,97.30970680656444
01504,91533.33333333333,2.5248323984129155,348.58782590874017
01505,112747,2.7441964285714286,179.74078002337885
01506,68125,2.2827677977378578,79.88799505481694
01507,76630.83333333333,2.59292332482879,139.4668404839536
01508,73424,2.310810810810811,128.6204626236771
01509,73424,2.310810810810811,128.6204626236771
01510,91806.16666666667,2.580595744680851,170.92556391691204
01515,86808.5,2.308774834437086,76.45249052955006
01516,102533.5,2.7086114276412174,99.95657142967674
01518,87973,2.4739299610894943,94.4822659607956
01519,109238,2.633926534337212,217.8279256205153
01520,97046.16666666667,2.555075187969925,259.2100742199847
01521,70764,1.9846547314578005,61.92428885510027
01522,101246.66666666667,2.581975920679887,162.22513516940057
01523,105053,2.7980859010270773,114.9079042133969
01524,86340.33333333333,2.499499928561223,119.61327128138744
01525,93250,2.59858407079646,231.28341808293857
01526,100539,2.6109285127362365,117.51366911275018
01527,76151,2.392479350818722,327.63226770915344
01529,78704,2.536776212832551,255.0614260572319
01531,76235.5,2.407421875,28.667772754258877
01532,111338.75,2.616595380667237,331.9952131719064
01534,87168,2.606978486567484,235.77017512763388
01535,71542,2.3029543419874665,47.37034427708393
01536,108881,2.6239705244906806,341.80616969364695
01537,78665,2.5820554649265905,132.1875179607872
01538,80069,2.6225108225108227,615.0315457412543
01540,72278,2.6661053644455137,178.36567829078126
01541,119120.5,2.6483927785116688,64.42413851879611
01542,82837.66666666667,2.598105548037889,155.26193278137663
01543,101962.5,2.7681547006788727,100.4420563044451
01545,103093.625,2.6007660878447396,536.1865403497122
01546,77932,2.4034508076358296,1254.6635759237854
01550,51700.4,2.2411780313080394,312.31558622437115
01560,94459,2.470723968849149,385.2999732344182
01561,103071,3.047745358090186,110.99445230059548
01562,73449.75,2.28819681733867,127.75954899917433
01564,105209.5,2.9110146500271297,104.1685891717846
01566,87973,2.4739299610894943,94.4822659607956
01568,105616.66666666667,2.605669737774628,226.95588879882436
01569,94784.5,2.7011851564017872,177.58509747450606
01570,57975.833333333336,2.296815493071874,280.2982263571172
01571,61400.75,2.41421143847487,236.1691600288195
01581,120406,2.608139290958674,309.16457167846846
01583,82260.8,2.6804123711340204,215.92596745215334
01585,71391,2.2552710843373496,71.17577686578802
01586,55444,2.2824175824175823,1362.244823918391
01588,81088.75,2.563249299719888,226.8676273725984
01590,97101.75,2.607474767662636,106.05526203636579
01601,31726,1.5938547486033519,2254.2492778597148
01602,60525.545454545456,2.3567891156462584,1620.0596081338474
01603,53887.46153846154,2.4036793441997903,864.7788099458827
01604,55199.8,2.321664014548761,1094.9113453426537
01605,54712.416666666664,2.3884146341463413,1212.2782717389268
01606,57907,2.5536186859970083,791.1125508228913
01607,58132.833333333336,2.3682246024018174,955.3796436659989
01608,29233,2.1302690582959642,3100.218246459873
01609,53091.444444444445,2.327824278935864,1642.660483659266
01610,40793.46153846154,2.4232205024957008,2394.4753316522006
01611,84614.33333333333,2.503855421686747,286.8637339006339
01612,99266,2.623234169852086,98.30824737428382
01613,31726,1.5938547486033519,2254.2492778597148
01614,31726,1.5938547486033519,2254.2492778597148
01653,40694,2.25974025974026,2090.9729897035027
01655,64733,2.6363636363636362,704.6399803525336
01701,116168.44444444444,2.543431083412164,635.1570970198173
01702,77606.91666666667,2.4804163581008805,1035.0317137436937
01703,90143,2.3919176515440337,1003.3765146205961
01704,67426,2.300853485064011,846.7142882201414
01718,113359,2.3612365404654394,493.97266599474375
01719,110894,2.5356901598739023,220.11764811019646
01720,131810.6923076923,2.5969252067470583,288.27989634722604
01721,129771.8,2.598470553183037,275.5126120866506
01730,120008.4,2.5610415962123776,354.11483845467103
01731,139485.33333333334,2.7505753230660295,499.61629051679546
01740,127667,2.848405417212757,142.41224263153265
01741,155391,2.7144408251900107,196.677276401136
01742,145525.83333333334,2.6685857984249886,316.18201987445633
01745,131089,2.654630168899243,233.29438775011715
01746,131097.75,2.760150741551179,317.499703281792
01747,102388.25,2.6595666092095542,316.96448991171394
01748,143273.66666666666,2.6367305751765895,253.2597868604184
01749,97919,2.47177749849735,346.27012008498184
01752,80658.33333333333,2.328260360571295,695.0675724353837
01754,116230,2.4411034482758622,312.5049671831905
01756,113379,2.6687553753532374,154.474118246633
01757,90899.42857142857,2.5378516928946113,389.4199165989755
01760,113603,2.4176382922766724,609.9971424618425
01770,180769,2.6273671350030545,102.67738578312952
01772,120806.66666666667,2.564473246925889,239.33674047631487
01773,161765.6,2.581328007988018,248.1466347389142
01775,122060,2.5141420490257698,233.53343961616076
01776,143735.14285714287,2.5761464750171115,380.0741971857887
01778,163389.7142857143,2.6591733655829835,288.84518345786194
01784,167206,2.677653902084343,194.80185025025287
01801,103106.09090909091,2.4341778813623036,1226.7860674209926
01803,104222.42857142857,2.588507500635647,849.243301054843
01805,93136,2.253396337861784,353.173110643274
01810,132594.36363636365,2.7157723720031615,448.8579118659458
01812,171955,2.9691535150645625,613.6603825906786
01821,105545.22222222222,2.828980374797108,697.9494927102592
01822,108138,2.857379767827529,700.8359173348026
01824,117819,2.6829502885491547,430.8713884839618
01826,80513.58333333333,2.7156435026488004,736.6561639076157
01827,123790.5,2.8440579710144926,132.59241179807157
01830,66063,2.493741935483871,789.1494193066493
01831,30844,2.3523255813953488,6344.116928212404
01832,61004.666666666664,2.4759295499021525,894.1777047124143
01833,110791.2,2.544689520772433,162.2038388506913
01834,100972,2.7377088883506904,325.0134288681589
01835,80858.66666666667,2.3679856115107913,584.9095551595707
01840,30533.5,2.658927897319743,4808.488725698962
01841,41810.26666666667,3.0186287982898152,4891.300327108985
01842,21936,1.9924760601915186,2761.8149836405596
01843,75522.75,2.624161793895177,966.3569817543869
01844,72961.25,2.7618695667476154,949.3460983150026
01845,117892.85714285714,2.6349194782481966,486.0252414076962
01850,47325,2.757586031530768,4255.533510363157
01851,53064.444444444445,2.683962586195125,3750.1614436104405
01852,59802.46666666667,2.6706601876675604,1506.6137257895239
01853,31194,1.9957335083688874,5583.287647642091
01854,60674.09090909091,2.6841942741188407,1178.4254936051116
01860,96973.33333333333,2.424969780694181,227.3861209811806
01862,100580.5,2.654622641509434,537.2574886970544
01863,110843.4,2.556265830418526,396.8712075742726
01864,124499.33333333333,2.7840977853079996,473.5583141668305
01865,100134,2.6501965188096577,866.3295993823019
01866,97841,2.905698778833107,588.8038441488502
01867,109709,2.539573768245049,1068.417873747635
01876,107813.58333333333,2.649713782474681,607.5375966014246
01879,106682.8,2.7003405221339385,267.3705563590567
01880,103502,2.4899166707756026,1052.7005690659828
01885,174340,2.9801801801801804,130.70580920905772
01886,130525.44444444444,2.727890047805302,235.02578155222164
01887,111011,2.875363205383086,602.3248615609948
01888,88087,2.453575547866205,940.4545674385587
01889,110298,2.4347668955547523,499.15547356689717
01890,150341.5,2.6640124022267635,1337.037553690738
01899,171955,2.9691535150645625,613.6603825906786
01901,30952,2.3292435719620186,4076.2451000624687
01902,48295.8125,2.6674403803676388,4314.769833230303
01903,27036,2.5960591133004924,8946.578281665921
01904,72435.5,2.766415008007321,1448.8749478829923
01905,63544.416666666664,2.82268156424581,1704.61994903983
01906,84990.33333333333,2.5630384836300975,1050.352509241012
01907,87572.66666666667,2.543078913324709,2406.316921197778
01908,90741,2.053466509988249,875.5070504992559
01910,36339,2.5643939393939394,1020.7188870338124
01913,84048.33333333333,2.3887860992679593,338.6794953617361
01915,87321.25,2.376917642309245,745.9265829053095
01921,156295.8,2.8473766233766233,184.91240588514535
01922,111005.25,2.4475436179981633,162.39056440739802
01923,92628.88888888889,2.4859057591623035,475.3969682846801
01929,133109.5,2.491926182237601,136.06650753296657
01930,72058.63636363637,1.942194422726088,390.35043700431464
01931,43382,1.6922216004476778,2736.9522769362834
01936,152750,2.836018411967779,224.52089650584992
01937,83108,2.5313238770685578,542.090433918102
01938,107605.375,2.4980850373255437,146.59161510916624
01940,110749.8,2.625634295713036,583.1607012632915
01944,124025,2.3317412071211465,247.2864725016581
01945,109363,2.4092265320174433,1721.7972353858893
01949,102604,3.1393258426966293,260.509032681131
01950,107748.6,2.127274273082809,266.17612353293333
01951,97401,2.228202084157763,163.60944736676106
01952,77502,1.933791660439396,261.3099580667938
01960,74559.91666666667,2.358196579720159,1249.5477119733018
01961,55085,1.8320848938826466,807.0906085658411
01965,101964,3.451683748169839,527.7372786138965
01966,84480.66666666667,1.8188462136526202,334.6630276976292
01969,114063,2.6995285040720103,120.42061394643969
01970,66519.18181818182,2.2833179568900444,1982.1712355791228
01971,83594,1.8419877163595757,2289.324287639014
01982,113216.16666666667,2.706138652207591,145.63575004182383
01983,139756,2.780471197058423,154.88498834151997
01984,121475.33333333333,3.3350945968979033,321.3723568867553
01985,109504,2.5385040785289643,142.4095264365881
02018,106546,2.2765493615696046,236.7190097613007
02019,117145,2.60212886057576,354.3910204032861
02020,73998,1.817863397548161,936.4488697850113
02021,107761.16666666667,2.4853088609547314,478.9923537168767
02025,114924,2.1773306083949064,352.3448122193056
02026,101177.55555555556,2.524896132949824,1017.2187365306636
02027,99965.5,2.3921623907527487,642.6841141480662
02030,162539.2,2.768340117593849,317.410970696056
02032,124862.5,2.591739310917393,330.10048794883716
02035,105614,2.8729453116923396,296.8349791439745
02038,123062.9,2.7022467110883306,355.9632317145324
02041,97604,2.4103967168262654,416.488636040658
02043,125031.33333333333,2.4601746838743317,374.6090843502833
02044,141902,2.555093555093555,660.9832310003836
02045,84475,1.7605134267860159,885.754925106778
02047,122072,2.1013880506940255,370.36524228840494
02048,115430.375,2.6674485427783967,350.2528468430316
02050,102129.57142857143,2.3576312503716035,324.99845548702996
02051,110000,2.6942740286298568,343.1821711739138
02052,135925.25,3.2055286800276432,319.19477538566787
02053,119211.25,2.754543715324278,365.1980087853909
02054,105749.5,2.5845410628019323,335.9804239643247
02056,131704,3.008997130225704,308.9623401739663
02059,97604,2.4103967168262654,416.488636040658
02060,107135,2.156364851319746,456.19650245434167
02061,120383,2.613303346282287,303.91434325247405
02062,102585.875,2.448784257773022,943.5024198162507
02065,73998,1.817863397548161,936.4488697850113
02066,129687.4,2.38005133846718,304.96227548167116
02067,128581.2,2.6717488789237667,336.4745699454561
02070,156591,3.068548387096774,128.32389253706734
02071,102621,2.667733674775928,504.11310185047756
02072,90454.07692307692,2.541274817136886,581.3331077934737
02081,131807.18181818182,2.793766385085931,355.60804545287283
02090,131316.16666666666,2.6167659574468085,654.5047539962442
02093,121937.6,2.6157605985037407,245.77672625627216
02108,104842.8,1.8207820419985519,6457.848120187616
02109,102099.2,1.6009367309676907,7422.9896919786315
02110,102160.5,1.6192307692307693,6205.146217014066
02111,46071.333333333336,1.90955091714105,9122.788494959734
02112,84083,1.5430752453653216,6355.97163325221
02113,104532.6,1.6351469942957437,8991.783077433334
02114,104674.5,1.635318170201891,11326.245411119095
02115,56921.142857142855,2.3885503461426856,11115.529901940808
02116,97741.46153846153,1.6908552516983104,11461.944118957694
02117,118553,1.8843771507226428,17421.937836323894
02118,63717.38461538462,2.0334988673985013,6586.684013664263
02119,35828.0625,2.4778627922971115,7536.806631455625
02120,32624,2.506625224930476,8696.285259723085
02121,33222.36363636364,2.649144883601213,6880.150421755136
02122,64365.07692307692,2.533464314696963,5212.114769365973
02123,29946,1.3752408477842004,31999.58965773997
02124,57350.78571428572,2.7387985649950384,5621.591772171861
02125,54171.75,2.5307063631056628,4774.7527896807205
02126,49961.5,2.819936601381184,4580.299822347132
02127,88715.23076923077,2.0205305846569788,3935.0594832612733
02128,60432.75,2.671163479052823,2636.4740381325596
02129,112827.57142857143,1.9587968685620107,3571.3550239688057
02130,86104.77777777778,2.3735187469627306,2874.7962194591014
02131,72811.08333333333,2.5953772305123657,3815.716471549085
02132,92018.11111111111,2.364200555283358,2370.8865257340976
02133,123250,1.3744740532959328,12884.573889772093
02134,58361.375,2.575109349371241,4844.102430337331
02135,79763.57142857143,2.335852879295566,5109.793304687892
02136,73175.54545454546,2.69971776245778,1933.8204727897569
02137,71125,2.487437185929648,1750.9562782740054
02138,102359.14285714286,2.3040356711003627,5686.857800014526
02139,88874.29411764706,2.4721972568481108,8951.343147815205
02140,110928.75,2.236510831368711,6652.169550830833
02141,81674.88888888889,1.8669657422512236,5533.063499103186
02142,94366.5,2.7059054345693547,4325.523884880084
02143,88034.4,2.2667578659370724,6988.181362264887
02144,110630.1,2.309837458833528,8426.271928359658
02145,83556.11111111111,2.3870642869132213,6366.111967284396
02148,71982.625,2.537582236842105,3656.3904458511006
02149,58204.916666666664,2.761432304425935,4786.67122608414
02150,55169.8,2.808558674123865,4405.585131421613
02151,55010.083333333336,2.567975340687865,3332.659890481267
02152,73106.2,2.2144276861919794,1855.1687778087278
02155,92580.21052631579,2.435830569410335,3078.805667787758
02163,67246.5,4.356979405034325,3868.958277946591
02169,75377.85714285714,2.1870152160279894,1747.9609344458827
02170,85347.42857142857,2.3659211011429275,2574.2161543487114
02171,88405.71428571429,2.322459564594281,2204.314421149089
02176,95266.55555555556,2.4537239015269554,1615.0479459516193
02180,95727.75,2.3468228404099563,1436.3088796836025
02184,92789.22222222222,2.516554730764699,861.2411444528782
02185,80434,2.3737650933040615,587.9964320738869
02186,111092.88888888889,2.7547256330565038,991.2122902721005
02188,83794.2,2.337147274835717,1294.596355262318
02189,86772.42857142857,2.3498559416710765,1191.1097774294763
02190,94470.2,2.326324707332101,879.4215941204292
02191,82903.66666666667,2.4323927581145,1137.1152453312877
02196,84083,1.5430752453653216,6355.97163325221
02199,71315.5,1.4835336003560302,12247.693308639144
02201,120238,1.7278382581648521,6023.110831497116
02203,120238,1.7278382581648521,6023.110831497116
02205,84083,1.5430752453653216,6355.97163325221
02210,117495.33333333333,1.5343718592964823,2031.836532302746
02215,47759.28571428572,2.7150193635292137,6713.827151305761
02217,93214,1.1678425547716302,9178.51924410444
02222,105195,1.8220625528317835,8207.316734172431
02238,109505,1.6744868035190617,4419.266667631087
02269,63189,1.7328316086547506,3546.677431919285
02301,58040.4,2.7682188348298182,1110.6630008014604
02302,67092.25,2.8331718947917444,1257.0413168828986
02303,62879,2.747967479674797,2077.0170072993396
02304,44451,2.362897526501767,1594.8402613300511
02305,50762,2.832771409305462,4113.996960619737
02322,69868,2.491384102279044,380.9541489504032
02324,82673.33333333333,3.1781376518218623,369.9989738320607
02325,73844,3.223503236245955,379.4940040199845
02327,95893,2.5246975806451615,489.1848260954728
02330,79991.85714285714,2.478402347986984,126.64920112262836
02331,154063,2.5587734241908007,400.0926353250793
02332,123217.25,2.629879182156134,243.4608011781226
02333,90251.875,2.7328404774823656,296.560471021065
02334,121711,4.010416666666667,439.9357009427464
02337,79844,2.888689407540395,346.5626397735875
02338,96680.33333333333,2.694153846153846,260.6677721816176
02339,112152,2.8134142975434724,294.0379927300222
02341,100857.5,2.7730511538870575,294.5714821770877
02343,80515.33333333333,2.449164154562894,645.8289637652578
02344,80701,2.4214156079854807,132.69552091470527
02345,87140,1.5075732076741837,528.6873078095599
02346,80463.16666666667,2.395732497102734,145.4806664347909
02347,92326.25,2.5172492444545815,141.27142161733533
02348,73516,2.296403712296984,164.09374501652965
02349,73516,2.296403712296984,164.09374501652965
02350,102037,2.8617737003058106,391.8590554833379
02351,87906.4,2.5519628099173555,702.7279279995643
02355,89306,2.9060501721593703,206.91129013895775
02356,127597.2,3.0209861220805596,325.607026482677
02357,121711,4.010416666666667,439.9357009427464
02358,105000,2.6817478731631863,257.4560978556873
02359,105836.8,2.7619231511874878,292.4145316973755
02360,80988.5,2.1433945187657324,187.01017468981541
02361,68192,1.816193578408562,1214.719456841011
02362,85573,2.672731867576447,97.08342353532832
02364,103829,2.5792212798766383,270.3976987242548
02366,56615,2.149850523168909,77.37534445802171
02367,101679.5,2.8416491596638656,82.8372519102494
02368,72992.14285714286,2.629854936827328,976.5728268727975
02370,93407.2,2.521276595744681,498.0995521723324
02375,110133.85714285714,2.87221396731055,263.29073534602003
02379,84885.5,2.610998281518513,226.0563602948937
02381,87140,1.5075732076741837,528.6873078095599
02382,79259.66666666667,2.7084766969033467,511.4769209038721
02420,144758.77777777778,2.6349770472382645,753.4151519719129
02421,151076.85714285713,2.692487065510457,891.2293455950188
02445,119720.4,2.2540104458123484,3003.4496810014016
02446,98945.6,2.1194949711106355,9111.994687060858
02447,80045,2.098790322580645,10745.390809814087
02451,104407.28571428571,2.3735045032934536,1291.074843306393
02452,100903.2,2.516580205472485,1343.5720614611043
02453,93231.81818181818,2.4186932693954444,2330.5336039581493
02454,75929,2.130212765957447,2899.3696629738392
02455,111113,2.358559882439383,2081.6198501229014
02458,114318.66666666667,2.4139664499207694,2657.312172648783
02459,172184.875,2.8768784603216453,1595.0214588482406
02460,143704.83333333334,2.5102161681966244,2068.4433912596483
02461,167194.33333333334,2.6129848229342327,1632.56720808898
02462,180951.5,3.096099290780142,1496.2690133528567
02464,131094,2.5799011532125204,2162.70111547072
02465,128240,2.631819722128092,2096.3196251478903
02466,128240,2.631819722128092,2096.3196251478903
02467,142017.375,2.84322860920481,1564.392852464497
02468,182512,2.8055624844100775,1546.9744399988238
02471,86319,2.027448071216617,3558.186627231719
02472,107020.42857142857,2.2281712792333983,2750.089558702618
02474,118617.44444444444,2.3327205037459207,2339.0172149695386
02476,114320.83333333333,2.2752777777777777,2680.959014383771
02477,86319,2.027448071216617,3558.186627231719
02478,116747.08333333333,2.3768109012670333,2511.691551031793
02481,182974.83333333334,2.9391531730865936,1142.4918446155082
02482,184958.4,3.2095609308724065,966.62678489319
02492,151712.8,2.7388166102299056,932.1995303266665
02493,191270.25,2.834124508341245,264.1766835738731
02494,151396.33333333334,2.702583837273227,1237.4010367733338
02532,73810.71428571429,1.8002189642041126,226.81310267848698
02534,71250,1.329751304881793,183.6170114701748
02535,94277,0.8818733012753502,23.893839227911037
02536,65299.6,1.5669800626792025,255.06347431378265
02537,101128.5,2.1151817397142034,176.20759856935987
02538,61535.666666666664,1.659012629161883,208.91058831471344
02539,80377.33333333333,0.900907044943054,45.99275969290916
02540,76552.4,1.3191686769344961,229.19348806708206
02541,86293,1.1778066190785204,198.9713908339431
02542,50682,2.2954545454545454,11.028791826657153
02543,86293,1.1778066190785204,198.9713908339431
02552,94277,0.8818733012753502,23.893839227911037
02553,69386,1.6125892277741727,234.21414094260726
02554,103444.4,0.9105897793454187,75.9849551021327
02556,103967,1.0832441113490363,224.49712223050062
02557,82045,0.9938494167550371,216.94545898129718
02558,60139,1.2393715341959335,396.8620638180722
02559,70318,1.4672661303044645,207.5790043666366
02561,81199,2.0182481751824817,368.5709587813163
02562,81199,2.0182481751824817,368.5709587813163
02563,89872.6,2.0994564294207576,261.56931942568383
02564,106648,0.3831101956745623,13.549691612376227
02568,73286.6,1.1710078724851782,72.09738808486443
02571,67730.66666666667,1.9562374775914795,192.53021008076377
02574,93468,2.0598927294398095,159.49932081528004
02575,94277,0.8818733012753502,23.893839227911037
02576,91060,2.3867813844348844,98.63942977901806
02584,86630,1.6241443683883012,365.4901635515191
02601,58630,1.5150008772442833,409.1918519008876
